Instrument,Question Label,Question Description,Question ID,Response Label,Response Value,Response Description,,
,,,,1 or 2 times,2,,,
,,,,3 to 9 times,3,,,
,,,,10 to 19 times,4,,,
,,,,20 to 39 times,5,,,
,,,,40 or more times,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During your life, how many times have you sniffed glue, breathed the contents of aerosol spray cans, or inhaled any paints or sprays to get high?",,YRBSHS_45,0 times,1,,,
,,,,1 or 2 times,2,,,
,,,,3 to 9 times,3,,,
,,,,10 to 19 times,4,,,
,,,,20 to 39 times,5,,,
,,,,40 or more times,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During your life, how many times have you used <u>heroin</u> (also called smack, junk, or China White)?",,YRBSHS_46,0 times,1,,,
,,,,1 or 2 times,2,,,
,,,,3 to 9 times,3,,,
,,,,10 to 19 times,4,,,
,,,,20 to 39 times,5,,,
,,,,40 or more times,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During your life, how many times have you used <u>methamphetamines</u> (also called speed, crystal, crank, or ice)?",,YRBSHS_47,0 times,1,,,
,,,,1 or 2 times,2,,,
,,,,3 to 9 times,3,,,
,,,,10 to 19 times,4,,,
,,,,20 to 39 times,5,,,
,,,,40 or more times,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During your life, how many times have you used <u>ecstasy</u> (also called MDMA)?",,YRBSHS_48,0 times,1,,,
,,,,1 or 2 times,2,,,
,,,,3 to 9 times,3,,,
,,,,10 to 19 times,4,,,
,,,,20 to 39 times,5,,,
,,,,40 or more times,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During your life, how many times have you taken <u>steroid pills or shots</u> without a doctor's prescription?",,YRBSHS_49,0 times,1,,,
,,,,1 or 2 times,2,,,
,,,,3 to 9 times,3,,,
,,,,10 to 19 times,4,,,
,,,,20 to 39 times,5,,,
,,,,40 or more times,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During your life, how many times have you taken a <u>prescription drug</u> (such as OxyContin, Percocet, Vicodin, codeine, Adderall, Ritalin, or Xanax) without a doctor's prescription?",,YRBSHS_50,0 times,1,,,
,,,,1 or 2 times,2,,,
,,,,3 to 9 times,3,,,
,,,,10 to 19 times,4,,,
,,,,20 to 39 times,5,,,
,,,,40 or more times,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During you life, how many times have you used a needle to inject any <u>illegal</u> drug into your body?",,YRBSHS_51,0 times,1,,,
,,,,1 time,2,,,
,,,,2 or more times,3,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 12 months, has anyone offered, sold, or given you an illegal drug <u>on school property</u>?",,YRBSHS_52,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Have you ever had sexual intercourse?,,YRBSHS_53,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,How old were you when you had sexual intercourse for the first time?,,YRBSHS_54,I have never had sexual intercourse,1,,,
,,,,11 years old or younger,2,,,
,,,,12 years old,3,,,
,,,,13 years old,4,,,
,,,,14 years old,5,,,
,,,,15 years old,6,,,
,,,,16 years old,7,,,
,,,,17 years old or older,8,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During your life, with how many people have you had sexual intercourse?",,YRBSHS_55,I have never had sexual intercourse,1,,,
,,,,1 person,2,,,
,,,,2 people,3,,,
,,,,3 people,4,,,
,,,,4 people,5,,,
,,,,5 people,6,,,
,,,,6 or more people,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 3 months, with how many people did you have sexual intercourse?",,YRBSHS_56,I have never had sexual intercourse,1,,,
,,,,"I have had sexual intercourse, but not during the past 3 months",2,,,
,,,,1 person,3,,,
,,,,2 people,4,,,
,,,,3 people,5,,,
,,,,4 people,6,,,
,,,,5 people,7,,,
,,,,6 or more people,8,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Did you drink alcohol or use drugs before you had sexual intercourse the <u>last time</u>?,,YRBSHS_57,I have never had sexual intercourse,1,,,
,,,,Yes,2,,,
,,,,No,3,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"The <u>last time</u> you had sexual intercourse, did you or your partner use a condom?",,YRBSHS_58,I have never had sexual intercourse,1,,,
,,,,Yes,2,,,
,,,,No,3,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"The <u>last time</u> you had sexual intercourse, what <u>one</u> method did you or your partner use to <u>prevent pregnancy</u>? (Select only <u>one</u> response.)",,YRBSHS_59,I have never had sexual intercourse,1,,,
,,,,No method was used to prevent pregnancy,2,,,
,,,,Birth control pills,3,,,
,,,,Condoms,4,,,
,,,,"Depo-Provera (or any injectable birth control), Nuva Ring (or any birth control ring, Implanon (or any implant), or any IUD",5,,,
,,,,Withdrawal,6,,,
,,,,Some other method,7,,,
,,,,Not Sure,8,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,How do <u>you</u> describe your weight?,,YRBSHS_60,Very underweight,1,,,
,,,,Slightly underweight,2,,,
,,,,About the right weight,3,,,
,,,,Slightly overweight,4,,,
,,,,Very overweight,5,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Which of the following are you trying to do about your weight?,,YRBSHS_61,<u>Lose</u> weight,1,,,
,,,,<u>Gain</u> weight,2,,,
,,,,<u>Stay</u> the same weight,3,,,
,,,,I am <u>not trying to do anything</u> about my weight,4,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 30 days, did you <u>go without eating for 24 hours or more</u> (also called fasting) to lose weight or keep from gaining weight?",,YRBSHS_62,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 30 days, did you <u>take any diet pills, powders, or liquids</u> without a doctor's advice to lose weight or to keep from gaining weight? (Do <u>not</u> include meal replacement products such as Slim Fast)",,YRBSHS_63,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 30 days, did you <u>vomit or take laxatives</u> to lose weight or to keep from gaining weight?",,YRBSHS_64,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 7 days, how many times did you drink <u>100% fruit juices</u> such as orange juice, apple juice, or grape juice? (Do <u>not</u> count punch, Kool-Aid, sports drinks, or other fruit-flavored drinks.)",,YRBSHS_65,I did not drink 100% fruit juice during the past 7 days,1,,,
,,,,1 to 3 times during the past 7 days,2,,,
,,,,4 to 6 times during the past 7 days,3,,,
,,,,1 time per day,4,,,
,,,,2 times per day,5,,,
,,,,3 times per day,6,,,
,,,,4 or more times per day,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 7 days, how many times did you eat <u>fruit</u>? (Do <u>not</u> count fruit juice.)",,YRBSHS_66,I did not eat fruit during the past 7 days,1,,,
,,,,1 to 3 times during the past 7 days,2,,,
,,,,4 to 6 times during the past 7 days,3,,,
,,,,1 time per day,4,,,
,,,,2 times per day,5,,,
,,,,3 times per day,6,,,
,,,,4 or more times per day,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 7 days, how many times did you eat <u>green salad</u>?",,YRBSHS_67,I did not eat green salad during the past 7 days,1,,,
,,,,1 to 3 times during the past 7 days,2,,,
,,,,4 to 6 times during the past 7 days,3,,,
,,,,1 time per day,4,,,
,,,,2 times per day,5,,,
,,,,3 times per day,6,,,
,,,,4 or more times per day,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 7 days, how many times did you eat <u>potatoes</u>? (Do <u>not</u> count french fries, fried potatoes, or potato chips.)",,YRBSHS_68,I did not eat potatoes during the past 7 days,1,,,
,,,,1 to 3 times during the past 7 days,2,,,
,,,,4 to 6 times during the past 7 days,3,,,
,,,,1 time per day,4,,,
,,,,2 times per day,5,,,
,,,,3 times per day,6,,,
,,,,4 or more times per day,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 7 days, how many times did you eat <u>carrots</u>?",,YRBSHS_69,I did not eat carrots during the past 7 days,1,,,
,,,,1 to 3 times during the past 7 days,2,,,
,,,,4 to 6 times during the past 7 days,3,,,
,,,,1 time per day,4,,,
,,,,2 times per day,5,,,
,,,,3 times per day,6,,,
,,,,4 or more times per day,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 7 days, how many times did you eat <u>other vegetables</u>? (Do <u>not</u> count green salad, potatoes, or carrots.)",,YRBSHS_70,I did not eat other vegetables during the past 7 days,1,,,
,,,,1 to 3 times during the past 7 days,2,,,
,,,,4 to 6 times during the past 7 days,3,,,
,,,,1 time per day,4,,,
,,,,2 times per day,5,,,
,,,,3 times per day,6,,,
,,,,4 or more times per day,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 7 days, how many times did you drink a <u>can, bottle, or glass of soda or pop</u>, such as Coke, Pepsi, or Sprite? (Do <u>not</u> count diet soda or diet pop.)",,YRBSHS_71,I did not drink soda or pop  during the past 7 days,1,,,
,,,,1 to 3 times during the past 7 days,2,,,
,,,,4 to 6 times during the past 7 days,3,,,
,,,,1 time per day,4,,,
,,,,2 times per day,5,,,
,,,,3 times per day,6,,,
,,,,4 or more times per day,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 7 days, on how many days were you physically active for a total of <u>at least 60 minutes per day</u>? (Add up all the time you spent in any kind of physical activity that increased your heart rate and made you breathe hard some of the time.)",,YRBSHS_72,0 days,1,,,
,,,,1 day,2,,,
,,,,2 days,3,,,
,,,,3 days,4,,,
,,,,4 days,5,,,
,,,,5 days,6,,,
,,,,6 days,7,,,
,,,,7 days,8,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"On an average school day, how many hours do you watch TV?",,YRBSHS_73,I do not watch TV on an average school day,1,,,
,,,,Less than 1 hour per day,2,,,
,,,,1 hour per day,3,,,
,,,,2 hours per day,4,,,
,,,,3 hours per day,5,,,
,,,,4 hours per day,6,,,
,,,,5 or more hours per day,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"On an average school day, how many hours do you play video or computer games or use a computer for something that is not school work? (Include activities such as Xbox, PlayStation, Nintendo DS, iPod touch, Facebook, and the Internet.)",,YRBSHS_74,I do not play video or computer games or use a computer for something that is not school work.,1,,,
,,,,Less than 1 hour per day,2,,,
,,,,1 hour per day,3,,,
,,,,2 hours per day,4,,,
,,,,3 hours per day,5,,,
,,,,4 hours per day,6,,,
,,,,5 or more hours per day,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"In an average week when you are in school, on how many days do you go to physical education (PE) classes?",,YRBSHS_75,0 days,1,,,
,,,,1 day,2,,,
,,,,2 days,3,,,
,,,,3 days,4,,,
,,,,4 days,5,,,
,,,,5 days,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 12 months, on how many sports teams did you play? (Count any teams run by your school or community groups.)",,YRBSHS_76,0 teams,1,,,
,,,,1 team,2,,,
,,,,2 teams,3,,,
,,,,3 or more teams,4,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Have you ever been taught about AIDS or HIV infection in school?,,YRBSHS_77,Yes,1,,,
,,,,No,2,,,
,,,,Not sure,3,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Has a doctor or nurse ever told you that you have asthma?,,YRBSHS_78,Yes,1,,,
,,,,No,2,,,
,,,,Not sure,3,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Do you still have asthma?,,YRBSHS_79,I have never had asthma,1,,,
,,,,Yes,2,,,
,,,,No,3,,,
,,,,Not sure,4,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
YRBS-MS,"<b>When you ride a bicycle,</b> how often do you wear a helmet?",,YRBSMS_01,I do not ride a bicycle,1,,,
,,,,Never wear a helmet,2,,,
,,,,Rarely wear a helmet,3,,,
,,,,Sometimes wear a helmet,4,,,
,,,,Most of the time wear a helmet,5,,,
,,,,Always wear a helmet,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<b>When you rollerblade or ride a skateboard,</b> how often do you wear a helmet?",,YRBSMS_02,I do not rollerblade or ride a skateboard,1,,,
,,,,Never wear a helmet,2,,,
,,,,Rarely wear a helmet,3,,,
,,,,Sometimes wear a helmet,4,,,
,,,,Most of the time wear a helmet,5,,,
,,,,Always wear a helmet,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,How often do you wear a seatbelt when <b>riding</b> in a car?,,YRBSMS_03,Never,1,,,
,,,,Rarely,2,,,
,,,,Sometime,3,,,
,,,,Most of the time,4,,,
,,,,Always,5,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Have you ever ridden in a car driven by someone who had been drinking alcohol?,,YRBSMS_04,Yes,1,,,
,,,,No,2,,,
,,,,Not sure,3,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Have you ever carried <b>a weapon,</b> such as a gun, knife, or club?",,YRBSMS_05,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Have you ever been in a physical fight?,,YRBSMS_06,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Have you ever been in a physical fight in which you were hurt and had to be treated by a doctor or nurse?,,YRBSMS_07,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Have you ever been bullied <b>on school property</b>?,,YRBSMS_08,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Have you ever been <b>electronically</b> bullied?  (Include being bullied through e-mail, chat rooms, instant messaging, Web sites, or texting.)",,YRBSMS_9,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Have you ever <b>seriously</b> thought about killing yourself?,,YRBSMS_10,Yes,1,,,
,,,,No,0,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Have you ever made a <b>plan</b> about how you would kill yourself?,,YRBSMS_11,Yes,1,,,
,,,,No,0,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Have you ever <b>tried</b> to kill yourself?,,YRBSMS_12,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Have you ever tried cigarette smoking, even one or two puffs?",,YRBSMS_13,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,How old were you when you smoked a whole cigarette for the first time?,,YRBSMS_14,I have never smoked a whole cigarette,1,,,
,,,,8 years old or younger,2,,,
,,,,9 years old,3,,,
,,,,10 years old,4,,,
,,,,11 years old,5,,,
,,,,12 years old,6,,,
,,,,13 years old or older,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 30 days, on how many days did you smoke cigarettes?",,YRBSMS_15,0 days,1,,,
,,,,1 or 2 days,2,,,
,,,,3 to 5 days,3,,,
,,,,6 to 9 days,4,,,
,,,,10 to 19 days,5,,,
,,,,20 to 29 days,6,,,
,,,,All 30 days,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 30 days, on the days you smoked, how many cigarettes did you smoke <b>per day</b>?",,YRBSMS_16,I did not smoke cigarettes during the past 30 days,1,,,
,,,,Less than 1 cigarette per day,2,,,
,,,,1 cigarette per day,3,,,
,,,,2 to 5 cigarettes per day,4,,,
,,,,6 to 10 cigarettes per day,5,,,
,,,,11 to 20 cigarettes per day,6,,,
,,,,More than 20 cigarettes per day,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 30 days, how did you <b>usually</b> get your own cigarettes?  (Select only <b>one</b> response.)",,YRBSMS_17,I did not smoke cigarettes during the past 30 days,1,,,
,,,,"I bought them in a store such as a convenience store, supermarket, discount store, or gas station",2,,,
,,,,I bought them from a vending machine,3,,,
,,,,I gave someone else money to buy them for more,4,,,
,,,,I borrowed (or bummed) them from someone else,5,,,
,,,,A person 18 years old or older gave them to me,6,,,
,,,,I took them from a store or family member,7,,,
,,,,I got them some other way,8,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Have you ever smoked cigarettes daily, that is, at least one cigarette every day for 30 days?",,YRBSMS_18,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 30 days, on how many days did you use <b>chewing tobacco, snuff, or dip,</b> such as Redman, Levi Garrett, Beechnut, Skoal, Skoal Bandits, or Copenhagen?",,YRBSMS_19,0 days,1,,,
,,,,1 or 2 days,2,,,
,,,,3 to 5 days,3,,,
,,,,6 to 9 days,4,,,
,,,,10 to 19 days,5,,,
,,,,20 to 29 days,6,,,
,,,,All 30 days,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 30 days, on how many days did you smoke <b>cigars, cigarillos, or little cigars</b>?",,YRBSMS_20,0 days,1,,,
,,,,1 or 2 days,2,,,
,,,,3 to 5 days,3,,,
,,,,6 to 9 days,4,,,
,,,,10 to 19 days,5,,,
,,,,20 to 29 days,6,,,
,,,,All 30 days,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Have you ever had a drink of alcohol, other than a few sips?",,YRBSMS_21,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,How old were you when you had your first drink of alcohol other than a few sips?,,YRBSMS_22,I have never had a drink of alcohol other than a few sips,1,,,
,,,,8 years old or younger,2,,,
,,,,9 years old,3,,,
,,,,10 years old,4,,,
,,,,11 years old,5,,,
,,,,12 years old,6,,,
,,,,13 years old or older,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Have you ever used marijuana?,,YRBSMS_23,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,How old were you when you tried marijuana for the first time?,,YRBSMS_24,I have never tried marijuana,1,,,
,,,,8 years old or younger,2,,,
,,,,9 years old,3,,,
,,,,10 years old,4,,,
,,,,11 years old,5,,,
,,,,12 years old,6,,,
,,,,13 years old or older,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Have you ever used <b>any</b> form of cocaine, including powder, crack, or freebase?",,YRBSMS_25,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Have you ever sniffed glue, breathed the contents of spray cans, or inhaled any paints or sprays to get high?",,YRBSMS_26,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Have you ever taken <b>steroid pills or shots</b> without a doctor's prescription?,,YRBSMS_27,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Have you ever taken a <b>prescription drug</b> (such as OxyContin, Percocet, Vicodin, codeine, Adderall, Ritalin, or Xanax) without a doctor's prescription?",,YRBSMS_28,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Have you ever had sexual intercourse?,,YRBSMS_29,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,How old were you when you had sexual intercourse for the first time?,,YRBSMS_30,I have never had sexual intercourse,1,,,
,,,,8 years old or younger,2,,,
,,,,9 years old,3,,,
,,,,10 years old,4,,,
,,,,11 years old,5,,,
,,,,12 years old,6,,,
,,,,13 years old or older,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,With how many people have you ever had sexual intercourse?,,YRBSMS_31,I have never had sexual intercourse,1,,,
,,,,1 person,2,,,
,,,,2 people,3,,,
,,,,3 people,4,,,
,,,,4 people,5,,,
,,,,5 people,6,,,
,,,,6 or more people,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"The <b>last time</b> you had sexual intercourse, did you or your partner use a condom?",,YRBSMS_32,I have never had sexual intercourse,1,,,
,,,,Yes,2,,,
,,,,No,3,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,How do <b>you</b> describe your weight?,,YRBSMS_33,Very underweight,1,,,
,,,,Slightly underweight,2,,,
,,,,About the right weight,3,,,
,,,,Slightly overweight,4,,,
,,,,Very overweight,5,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Which of the following are you trying to do about your weight?,,YRBSMS_34,<b>Lose</b> weight,1,,,
,,,,<b>Gain</b> weight,2,,,
,,,,<b>Stay</b> the same weight,3,,,
,,,,I am <b>not trying to do anything</b> about my weight,4,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Have you ever <b>gone without eating for 24 hours or more</b> (also called fasting) to lose weight or to keep from gaining weight?,,YRBSMS_35,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Have you ever <b>taken any diet pills, powders, or liquids</b> without a doctor's advice to lose weight or to keep from gaining weight? (Do <b>not</b> include meal replacement products such as Slim Fast.)",,YRBSMS_36,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Have you ever <b>vomited or taken laxatives</b> to lose weight or to keep from gaining weight?,,YRBSMS_37,Yes,1,,,
,,,,No,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 7 days, on how many days were you physically active for a total of <b>at least 60 minutes per day</b>? (Add up all the time you spent in any kind of physical activity that increased your heart rate and made you breathe hard some of the time.)",,YRBSMS_38,0 days,1,,,
,,,,1 day,2,,,
,,,,2 days,3,,,
,,,,3 days,4,,,
,,,,4 days,5,,,
,,,,5 days,6,,,
,,,,6 days,7,,,
,,,,7 days,8,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"On an average school day, how many hours do you watch TV?",,YRBSMS_39,I do not watch TV on an average school day,1,,,
,,,,Less than 1 hour per day,2,,,
,,,,1 hour per day,3,,,
,,,,2 hours per day,4,,,
,,,,3 hours per day,5,,,
,,,,4 hours per day,6,,,
,,,,5 or more hours per day,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"On an average school day, how many hours do you play video or computer games or use a computer for something that is not school work? (Include activities such as Xbox, PlayStation, Nintendo DS, iPod touch, Facebook, and the Internet.)",,YRBSMS_40,I do not play video or computer games or use a computer for something that is not school work,1,,,
,,,,Less than 1 hour per day,2,,,
,,,,1 hour per day,3,,,
,,,,2 hours per day,4,,,
,,,,3 hours per day,5,,,
,,,,4 hours per day,6,,,
,,,,5 or more hours per day,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"In an average week when you are in school, on how many days do you go to physical education (PE) classes?",,YRBSMS_41,0 days,1,,,
,,,,1 day,2,,,
,,,,2 days,3,,,
,,,,3 days,4,,,
,,,,4 days,5,,,
,,,,5 days,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"During the past 12 months, on how many sports teams did you play? (Count any teams run by your school or community groups.)",,YRBSMS_42,0 teams,1,,,
,,,,1 team,2,,,
,,,,2 teams,3,,,
,,,,3 or more teams,4,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Have you ever been taught about AIDS or HIV infection in school?,,YRBSMS_43,Yes,1,,,
,,,,No,2,,,
,,,,Not sure,3,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Has a doctor or nurse ever told you that you have asthma?,,YRBSMS_44,Yes,1,,,
,,,,No,2,,,
,,,,Not sure,3,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Do you still have asthma?,,YRBSMS_45,I have never had asthma,1,,,
,,,,Yes,2,,,
,,,,No,3,,,
,,,,Not sure,4,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
YSR,I act too young for my age,,YSR_01,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I drink alcohol without my parents' approval,,YSR_02a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,YSR_02b,,,,,
,I argue a lot,,YSR_03,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I fail to finish things that I start,,YSR_04,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,There is very little that I enjoy,,YSR_05,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I like animals,,YSR_06,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I brag,,YSR_07,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I have trouble concentrating or paying attention,,YSR_08,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I can't get my mind off certain thoughts,,YSR_9a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,YSR_9b,,,,,
,I have trouble sitting still,,YSR_10,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I'm too dependent on adults,,YSR_11,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel lonely,,YSR_12,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel confused or in a fog,,YSR_13,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I cry a lot,,YSR_14,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am pretty honest,,YSR_15,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am mean to others,,YSR_16,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I daydream a lot,,YSR_17,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I deliberately try to hurt or kill myself,,YSR_18,Not True,0,,,
